Response ID,Timestamp(ddmmyy/hhmm),[MyInfo] Name,NRIC/FIN,[MyInfo] Gender,[MyInfo] Date of birth(ddmmyy),[MyInfo] Race,Mobile number,Which camp are you from?,Which company (COY) are you from?,Which Platoon are you from?,Which section are you from?,What is your bed no?,Date of Outbreak declared,Did you experience any symptoms?,Did you experience fever?,What is the earliest onset date of your symptoms,What is the earliest onset time of your symptoms,What was the highest recorded temperature,Did you experience vomiting?,How many times did you vomit?,Did you experience diarrhoea?,Please indicate the most number of episodes that you have experience diarrhoea in 24 hours,descripe the colour of your loose stools,Did you experience nausea?,Did you experience abdominal pain?,Did you experience headache?,Other symptoms,Were you unwell with GE symptoms (diarrhoea/vomiting) in the past 2 weeks?,What is the earliest date you had diarrhoea / vomitting in the past 2 weeks,Has any of your household members experience GE illness within the week?,What is the date of the symptom onset for your household members?,Please indicate the number of household members that experienced diarrhoea/vomiting after your symptom onset,Do you have household members who were unwell with diarrhoea/vomiting symptoms in the past 2 weeks before your symptoms onset?,Do you have any friends/colleagues who were unwell with diarrhoea/vomiting symptoms in the past 2 weeks before your symptoms onset?,When did household members / friends / colleagues experience diarrhoea/ vomiting in the past 2 weeks?,Please indicate where you took your meal,What time did you have your meal?,What did you eat?,Please indicate where you took your meal.1,What time did you have your meal?.1,What did you eat?.1,Please indicate where you took your meal.2,What time did you have your meal?.2,What did you eat?.2,Please indicate where you took your meal.3,What time did you have your meal?.3,What did you eat?.3,Please indicate where you took your meal.4,What time did you have your meal?.4,What did you eat?.4,Please indicate where you took your meal.5,What time did you have your meal?.5,What did you eat?.5,Please indicate where you took your meal.6,What time did you have your meal?.6,What did you eat?.6,Please indicate where you took your meal.7,What time did you have your meal?.7,What did you eat?.7,Please indicate where you took your meal.8,What time did you have your meal?.8,What did you eat?.8,Please indicate where you took your meal.9,What time did you have your meal?.9,What did you eat?.9,Please indicate where you took your meal.10,What time did you have your meal?.10,What did you eat?.10,Please indicate where you took your meal.11,What time did you have your meal?.11,What did you eat?.11,Please indicate where you took your meal.12,What time did you have your meal?.12,What did you eat?.12,Please indicate where you took your meal.13,What time did you have your meal?.13,What did you eat?.13,Please indicate where you took your meal.14,What time did you have your meal?.14,What did you eat?.14,Please indicate where you took your meal.15,What time did you have your meal?.15,What did you eat?.15,Please indicate where you took your meal.16,What time did you have your meal?.16,What did you eat?.16,Please indicate where you took your meal.17,What time did you have your meal?.17,What did you eat?.17,Please indicate where you took your meal.18,What time did you have your meal?.18,What did you eat?.18,Please indicate where you took your meal.19,What time did you have your meal?.19,What did you eat?.19,Please indicate where you took your meal.20,What time did you have your meal?.20,What did you eat?.20,Please indicate where you took your meal.21,What time did you have your meal?.21,What did you eat?.21,Please indicate where you took your meal.22,What time did you have your meal?.22,What did you eat?.22,Please indicate where you took your meal.23,What time did you have your meal?.23,What did you eat?.23,sgID Validated NRIC,[MyInfo] Date of birth
NMkfgMCnSPYE2OUTQS3BMs4a,160124/1049,MrjRQvqEVk,t0x,f,31-May-88,others,95424732,Clementi,2,2,3,12,160124,no,Yes,1-Jan-24,1600HR,38.9,Yes,6,Yes,12,Red,Yes,Yes,No,nan,Yes,28-Dec-23,Yes,2-Jan-24,7,Yes,Yes,1-Jan-24,Did not consume,0705,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,Blk 456,1235,Vegetarian  + ice water,Blk 456,1745,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,nan,0720,Vegetarian  + tea,nan,1220,Out-ration (Non-Muslim) ,Blk 456,1745,Vegetarian  + cordial,Blk 123,0615,Muslim - Set A  + ice water,Blk 456,1250,Canteen Drinks & Snacks + cordial,Blk 456,1730,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,Blk 456,0645,Muslim - Set A  + coffee,Blk 123,1220,Out-ration (Vegetarian) ,Blk 123,1730,Non-Muslim - Set B + cordial,Blk 123,0735,Non-Muslim - Set B + tea,Blk 456,1115,Non-Muslim - Set A  + cordial,Blk 456,1850,Non-Muslim - Special Menu + cordial,Blk 456,0615,Non-Muslim - Special Menu + coffee,Blk 456,1250,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,Blk 123,1700,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,Blk 123,0705,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,Blk 456,1115,Outside food/drinks (includes take-outs and home food) + cordial,Blk 456,1715,Non-Muslim - Set B + ice water,Blk 456,0630,Canteen Drinks & Snacks + coffee,Blk 456,1235,Out-ration (Non-Muslim) ,Blk 456,1850,Non-Muslim - Set A  + ice water,t0x,23/October/2004
ckq60SCu2pcrJsYXWWAh7Zph,160124/0622,zybSIWfKJq,t1x,m,0,others,94595878,7 Ammo Depot,2,3,2,15,170124,yes,yes,120124,600,39.5,yes,5,no,0,0,no,no,no,no,yes,7,yes,0,0,yes,yes,110124,Did not consume,0735,Outside food/drinks (includes take-outs and home food) + coffee,0,1235,Out-ration (Muslim),0,1715,Muslim - Special Menu + cordial,0.0,0600,Vegetarian  + ice water,0.0,1235,Canteen Food - Muslim  + cordial,0,1835,Outside food/drinks (includes take-outs and home food) + cordial,0,0645,Non-Muslim - Set A  + ice water,0,1145,Did not consume cookhouse / canteen / out-ration,0,1700,Non-Muslim - Special Menu + cordial,0,0735,Outside food/drinks (includes take-outs and home food) + tea,0,1220,Canteen Food - Muslim  + cordial,0,1805,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0600,Non-Muslim - Special Menu + coffee,0,1205,Non-Muslim - Special Menu + cordial,0,1730,Canteen Food - Non-Muslim + cordial,0,0630,Canteen Food - Muslim  + ice water,0,1220,Muslim - Special Menu + ice water,0,1700,Outside food/drinks (includes take-outs and home food) + cordial,0,0750,Out-ration (Vegetarian) ,0,1250,Out-ration (Muslim),0,1730,Muslim - Set A  + cordial,0,0750,Did not consume cookhouse / canteen / out-ration,0,1130,Out-ration (Vegetarian) ,0,1715,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,t1x,13/August/2004
PuOLT6VEMJhUjFDrtB9iOH61,160124/0921,BfyPPjkHdV,t2x,m,0,malay,86020259,Bukit Panjang,2,4,3,3,160124,yes,no,140124,1800,37.9,no,0,no,0,0,no,no,yes,no,yes,7,no,0,0,no,no,0,Did not consume,0705,Outside food/drinks (includes take-outs and home food) + tea,0,1205,Non-Muslim - Special Menu + ice water,0,1835,Muslim - Set A  + ice water,0.0,0750,Canteen Food - Non-Muslim + coffee,0.0,1250,Out-ration (Muslim),0,1850,Non-Muslim - Set A  + cordial,0,0735,Vegetarian  + ice water,0,1130,Out-ration (Non-Muslim) ,0,1700,Out-ration (Muslim),0,0705,Out-ration (Non-Muslim) ,0,1220,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1805,Non-Muslim - Set B + cordial,0,0720,Canteen Food - Muslim  + coffee,0,1100,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1745,Non-Muslim - Set A  + cordial,0,0750,Non-Muslim - Set B + tea,0,1235,Canteen Food - Non-Muslim + cordial,0,1835,Outside food/drinks (includes take-outs and home food) + ice water,0,0615,Non-Muslim - Special Menu + tea,0,1250,Non-Muslim - Special Menu + ice water,0,1700,Muslim - Set B + ice water,0,0630,Out-ration (Vegetarian) ,0,1250,Out-ration (Muslim),0,1835,Canteen Food - Non-Muslim + cordial,t2x,29/November/2002
ooOThCelcnHm7Jn3POn91S12,160124/1541,peeiRsolnU,t3x,f,0,indian,98703543,Keat Hong,3,3,3,2,150124,no,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Blk 456,0735,Canteen Drinks & Snacks + coffee,0,1220,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1730,Did not consume cookhouse / canteen / out-ration,0.0,0705,Muslim - Set A  + coffee,0.0,1250,Muslim - Set B + cordial,0,1700,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0615,Out-ration (Vegetarian) ,0,1100,Muslim - Set A  + cordial,0,1835,Non-Muslim - Set A  + cordial,0,0630,Muslim - Set A  + tea,0,1130,Non-Muslim - Special Menu + cordial,0,1835,Non-Muslim - Set A  + cordial,0,0615,Out-ration (Non-Muslim) ,0,1115,Non-Muslim - Set A  + cordial,0,1820,Out-ration (Non-Muslim) ,0,0720,Muslim - Set A  + ice water,0,1250,Outside food/drinks (includes take-outs and home food) + ice water,0,1820,Muslim - Set B + ice water,0,0720,Out-ration (Vegetarian) ,0,1250,Vegetarian  + cordial,0,1820,Muslim - Set B + ice water,0,0720,Non-Muslim - Set A  + tea,0,1250,Canteen Drinks & Snacks + ice water,0,1805,Muslim - Set A  + cordial,t3x,5/September/2003
fR5HWOMLWWrSE2ZPYfADoWcM,150124/0955,srqHmSLAJx,t4x,m,0,others,89468939,Chua Chu Kang,3,3,3,5,150124,yes,no,90124,600,39.4,no,0,yes,1,Brown,yes,no,yes,no,yes,4,no,90124,1,no,no,0,Did not consume,0630,Canteen Drinks & Snacks + tea,0,1205,Non-Muslim - Special Menu + cordial,0,1835,Non-Muslim - Special Menu + cordial,0.0,0750,Out-ration (Muslim),0.0,1115,Muslim - Special Menu + cordial,0,1745,Outside food/drinks (includes take-outs and home food) + cordial,0,0750,Canteen Food - Non-Muslim + tea,0,1115,Out-ration (Non-Muslim) ,0,1820,Muslim - Special Menu + ice water,0,0630,Canteen Food - Muslim  + ice water,0,1250,Non-Muslim - Special Menu + ice water,0,1730,Out-ration (Non-Muslim) ,0,0750,Canteen Food - Non-Muslim + ice water,0,1220,Out-ration (Non-Muslim) ,0,1700,Canteen Drinks & Snacks + ice water,0,0600,Muslim - Set B + coffee,0,1100,Canteen Food - Non-Muslim + cordial,0,1820,Outside food/drinks (includes take-outs and home food) + ice water,0,0630,Canteen Food - Non-Muslim + coffee,0,1250,Muslim - Set B + cordial,0,1730,Muslim - Special Menu + ice water,0,0750,Out-ration (Vegetarian) ,0,1235,Did not consume cookhouse / canteen / out-ration,0,1835,Non-Muslim - Set A  + cordial,t4x,15/May/2001
BMJjXkWXMafDyZTvUwrbhM8u,150124/0753,GRPyQEfUzc,t5x,f,0,others,94158597,Chong Pang Camp,2,3,1,11,150124,yes,no,130124,400,38.1,yes,7,yes,6,Red,yes,yes,no,no,no,5,no,0,0,yes,yes,110124,Did not consume,0735,Muslim - Special Menu + coffee,0,1250,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1850,Canteen Food - Muslim  + cordial,0.0,0750,Canteen Drinks & Snacks + ice water,0.0,1205,Muslim - Set A  + cordial,0,1850,Muslim - Special Menu + cordial,0,0600,Muslim - Set B + coffee,0,1115,Non-Muslim - Set A  + cordial,0,1820,Non-Muslim - Set A  + ice water,0,0750,Out-ration (Vegetarian) ,0,1130,Did not consume cookhouse / canteen / out-ration,0,1850,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0705,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1235,Out-ration (Muslim),0,1700,Out-ration (Vegetarian) ,0,0720,Canteen Food - Muslim  + coffee,0,1115,Out-ration (Muslim),0,1850,Out-ration (Vegetarian) ,0,0750,Canteen Food - Non-Muslim + coffee,0,1130,Canteen Drinks & Snacks + ice water,0,1715,Out-ration (Vegetarian) ,0,0735,Did not consume cookhouse / canteen / out-ration,0,1145,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1730,Non-Muslim - Special Menu + cordial,t5x,16/August/2004
f12hQdlcv4i2LN1HugAazhg1,150124/0947,GEXFvbLbor,t6x,f,0,malay,94408073,Airforce Training Command,3,4,2,2,170124,yes,no,110124,1300,39.2,no,0,no,0,0,no,no,no,no,no,6,no,90124,3,yes,yes,100124,Blk 123,0705,Out-ration (Muslim),0,1250,Muslim - Special Menu + ice water,0,1745,Canteen Food - Non-Muslim + cordial,0.0,0630,Muslim - Special Menu + ice water,0.0,1235,Muslim - Special Menu + cordial,0,1715,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0630,Muslim - Special Menu + tea,0,1115,Did not consume cookhouse / canteen / out-ration,0,1700,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0600,Did not consume cookhouse / canteen / out-ration,0,1235,Non-Muslim - Set B + cordial,0,1715,Muslim - Set A  + cordial,0,0645,Muslim - Special Menu + coffee,0,1205,Canteen Drinks & Snacks + cordial,0,1715,Muslim - Special Menu + cordial,0,0705,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1220,Canteen Food - Non-Muslim + cordial,0,1805,Muslim - Special Menu + ice water,0,0600,Canteen Food - Muslim  + tea,0,1100,Non-Muslim - Special Menu + cordial,0,1745,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0705,Out-ration (Non-Muslim) ,0,1100,Out-ration (Non-Muslim) ,0,1730,Outside food/drinks (includes take-outs and home food) + cordial,t6x,17/January/2001
QzNfKjjyiFLg40ljp5piAKDg,170124/0932,vInVPwdhzd,t7x,m,0,others,92657508,Changi Airbase East,1,2,1,4,160124,no,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Did not consume,0645,Non-Muslim - Special Menu + coffee,0,1235,Out-ration (Muslim),0,1835,Canteen Food - Muslim  + cordial,0.0,0600,Muslim - Set A  + tea,0.0,1115,Outside food/drinks (includes take-outs and home food) + ice water,0,1745,Out-ration (Vegetarian) ,0,0750,Canteen Drinks & Snacks + ice water,0,1130,Out-ration (Non-Muslim) ,0,1745,Non-Muslim - Set A  + ice water,0,0720,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1130,Canteen Food - Muslim  + ice water,0,1700,Out-ration (Non-Muslim) ,0,0705,Did not consume cookhouse / canteen / out-ration,0,1145,Canteen Food - Non-Muslim + ice water,0,1700,Out-ration (Muslim),0,0750,Out-ration (Vegetarian) ,0,1100,Canteen Food - Muslim  + ice water,0,1835,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0600,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1220,Did not consume cookhouse / canteen / out-ration,0,1850,Canteen Food - Muslim  + cordial,0,0720,Non-Muslim - Set B + coffee,0,1115,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1805,Out-ration (Non-Muslim) ,t7x,15/May/2000
O5kQgi2PE4A5H27dgPgvrk8t,170124/0644,FoaejdSNbj,t8x,m,0,indian,90843573,SAFTI MI,3,3,2,6,170124,no,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Blk 123,0720,Out-ration (Muslim),0,1115,Non-Muslim - Set A  + cordial,0,1820,Out-ration (Vegetarian) ,0.0,0600,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0.0,1235,Out-ration (Muslim),0,1700,Non-Muslim - Set B + cordial,0,0735,Muslim - Set B + coffee,0,1235,Out-ration (Vegetarian) ,0,1850,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0720,Canteen Food - Non-Muslim + ice water,0,1100,Canteen Food - Muslim  + ice water,0,1850,Canteen Food - Muslim  + cordial,0,0750,Canteen Drinks & Snacks + tea,0,1145,Muslim - Set A  + cordial,0,1715,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0720,Canteen Drinks & Snacks + tea,0,1235,Non-Muslim - Set A  + cordial,0,1730,Canteen Food - Non-Muslim + ice water,0,0735,Muslim - Set B + coffee,0,1100,Non-Muslim - Special Menu + ice water,0,1805,Muslim - Special Menu + cordial,0,0630,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1250,Muslim - Set A  + ice water,0,1850,Muslim - Set A  + cordial,t8x,16/August/2002
jBtPO6j622FUjP94MAfmyHki,170124/1549,KneQnYCpmx,t9x,m,0,others,84629811,Bukit Gombak (ADOC),1,3,4,8,160124,no,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Blk 456,0705,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,0,1250,Out-ration (Non-Muslim) ,0,1835,Muslim - Special Menu + cordial,0.0,0735,Did not consume cookhouse / canteen / out-ration,0.0,1130,Out-ration (Muslim),0,1850,Canteen Drinks & Snacks + cordial,0,0705,Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1145,Canteen Food - Non-Muslim + cordial,0,1835,Non-Muslim - Set A  + ice water,0,0630,Did not consume cookhouse / canteen / out-ration,0,1115,Non-Muslim - Set A  + ice water,0,1805,Out-ration (Vegetarian) ,0,0735,Vegetarian  + tea,0,1205,Canteen Drinks & Snacks + cordial,0,1715,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0750,Non-Muslim - Set B + ice water,0,1205,Out-ration (Vegetarian) ,0,1745,Did not consume cookhouse / canteen / out-ration,0,0735,Canteen Food - Non-Muslim + coffee,0,1205,Muslim - Set A  + cordial,0,1745,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0615,Non-Muslim - Special Menu + ice water,0,1250,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1715,Canteen Food - Muslim  + ice water,t9x,14/November/2002
