Response ID,Timestamp(ddmmyy/hhmm),[MyInfo] Name,NRIC/FIN,[MyInfo] Gender,[MyInfo] Date of birth(ddmmyy),[MyInfo] Race,Mobile number,Which camp are you from?,Which company (COY) are you from?,Which Platoon are you from?,Which section are you from?,What is your bed no?,Date of Outbreak declared,Did you experience any symptoms?,Did you experience fever?,What is the earliest onset date of your symptoms,What is the earliest onset time of your symptoms,What was the highest recorded temperature,Did you experience vomiting?,How many times did you vomit?,Did you experience diarrhoea?,Please indicate the most number of episodes that you have experience diarrhoea in 24 hours,descripe the colour of your loose stools,Did you experience nausea?,Did you experience abdominal pain?,Did you experience headache?,Other symptoms,Were you unwell with GE symptoms (diarrhoea/vomiting) in the past 2 weeks?,What is the earliest date you had diarrhoea / vomitting in the past 2 weeks,Has any of your household members experience GE illness within the week?,What is the date of the symptom onset for your household members?,Please indicate the number of household members that experienced diarrhoea/vomiting after your symptom onset,Do you have household members who were unwell with diarrhoea/vomiting symptoms in the past 2 weeks before your symptoms onset?,Do you have any friends/colleagues who were unwell with diarrhoea/vomiting symptoms in the past 2 weeks before your symptoms onset?,When did household members / friends / colleagues experience diarrhoea/ vomiting in the past 2 weeks?,Please indicate where you took your meal,What time did you have your meal?,What did you eat?,Please indicate where you took your meal.1,What time did you have your meal?.1,What did you eat?.1,Please indicate where you took your meal.2,What time did you have your meal?.2,What did you eat?.2,Please indicate where you took your meal.3,What time did you have your meal?.3,What did you eat?.3,Please indicate where you took your meal.4,What time did you have your meal?.4,What did you eat?.4,Please indicate where you took your meal.5,What time did you have your meal?.5,What did you eat?.5,Please indicate where you took your meal.6,What time did you have your meal?.6,What did you eat?.6,Please indicate where you took your meal.7,What time did you have your meal?.7,What did you eat?.7,Please indicate where you took your meal.8,What time did you have your meal?.8,What did you eat?.8,Please indicate where you took your meal.9,What time did you have your meal?.9,What did you eat?.9,Please indicate where you took your meal.10,What time did you have your meal?.10,What did you eat?.10,Please indicate where you took your meal.11,What time did you have your meal?.11,What did you eat?.11,Please indicate where you took your meal.12,What time did you have your meal?.12,What did you eat?.12,Please indicate where you took your meal.13,What time did you have your meal?.13,What did you eat?.13,Please indicate where you took your meal.14,What time did you have your meal?.14,What did you eat?.14,Please indicate where you took your meal.15,What time did you have your meal?.15,What did you eat?.15,Please indicate where you took your meal.16,What time did you have your meal?.16,What did you eat?.16,Please indicate where you took your meal.17,What time did you have your meal?.17,What did you eat?.17,Please indicate where you took your meal.18,What time did you have your meal?.18,What did you eat?.18,Please indicate where you took your meal.19,What time did you have your meal?.19,What did you eat?.19,Please indicate where you took your meal.20,What time did you have your meal?.20,What did you eat?.20,Please indicate where you took your meal.21,What time did you have your meal?.21,What did you eat?.21,Please indicate where you took your meal.22,What time did you have your meal?.22,What did you eat?.22,Please indicate where you took your meal.23,What time did you have your meal?.23,What did you eat?.23,sgID Validated NRIC,[MyInfo] Date of birth
nHlTWXEy6H9yoapIelVvstge,150124/0842,KbxGZIQKye,t0x,m,31-May-88,indian,93310767,Pulau Tekong,2,3,4,13,160124,yes,no,110124,1200,39.1,yes,1,yes,5,Blue,no,no,yes,no,no,7,no,120124,4,yes,no,1-Jan-24,Did not consume,0630,Muslim - Set B + tea,Blk 456,1130,Out-ration (Muslim),Blk 456,1820,Muslim - Special Menu + cordial,nan,0630,Non-Muslim - Special Menu + tea,nan,1145,Non-Muslim - Set B + ice water,Blk 456,1820,Non-Muslim - Special Menu + ice water,Blk 123,0630,Muslim - Set B + coffee,Blk 456,1130,Non-Muslim - Special Menu + ice water,Blk 456,1745,Muslim - Set B + cordial,Blk 456,0705,Canteen Drinks & Snacks + tea,Blk 123,1235,Muslim - Set B + cordial,Blk 123,1730,Canteen Food - Muslim  + cordial,Blk 123,0645,Vegetarian  + ice water,Blk 456,1250,Non-Muslim - Set A  + cordial,Blk 456,1700,Out-ration (Vegetarian) ,Blk 456,0705,Out-ration (Non-Muslim) ,Blk 456,1100,Out-ration (Vegetarian) ,Blk 123,1805,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,Blk 123,0615,Canteen Drinks & Snacks + tea,Blk 456,1100,Muslim - Set A  + ice water,Blk 456,1820,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,Blk 456,0600,Out-ration (Non-Muslim) ,Blk 456,1115,Out-ration (Vegetarian) ,Blk 456,1700,Non-Muslim - Set B + cordial,t0x,12/February/2003
1SiA98NuAgOAsF7RXJ7Cz7MZ,150124/0753,EGhtiTXrHS,t1x,f,0,chinese,84858504,Dieppe Barracks,1,4,2,3,150124,yes,yes,120124,1200,39.7,yes,5,yes,1,Brown,yes,yes,no,no,no,6,no,130124,3,yes,no,0,Did not consume,0735,Muslim - Set A  + coffee,0,1145,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1850,Canteen Food - Non-Muslim + ice water,0.0,0615,Non-Muslim - Special Menu + ice water,0.0,1205,Canteen Food - Non-Muslim + ice water,0,1730,Muslim - Set A  + cordial,0,0600,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,0,1250,Outside food/drinks (includes take-outs and home food) + cordial,0,1745,Muslim - Set B + cordial,0,0615,Canteen Food - Muslim  + ice water,0,1205,Non-Muslim - Set B + cordial,0,1835,Non-Muslim - Set B + cordial,0,0645,Out-ration (Muslim),0,1235,Did not consume cookhouse / canteen / out-ration,0,1715,Muslim - Set A  + ice water,0,0750,Non-Muslim - Set B + coffee,0,1205,Canteen Drinks & Snacks + cordial,0,1715,Non-Muslim - Special Menu + ice water,0,0735,Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,0,1220,Non-Muslim - Set B + ice water,0,1835,Outside food/drinks (includes take-outs and home food) + cordial,0,0645,Muslim - Set A  + coffee,0,1205,Canteen Food - Non-Muslim + cordial,0,1730,Muslim - Special Menu + ice water,t1x,26/July/1999
ltEAAlsYn5CAdEwdDhJMfqWx,160124/1343,gBDwPlxBOo,t2x,f,0,malay,96347548,Mandai West Ammo Depot,2,4,1,15,150124,yes,yes,140124,1100,37.7,no,0,yes,3,White / Pale,no,no,yes,no,yes,3,no,0,0,no,no,0,Did not consume,0750,Canteen Food - Muslim  + coffee,0,1205,Out-ration (Vegetarian) ,0,1715,Canteen Food - Non-Muslim + ice water,0.0,0750,Non-Muslim - Special Menu + coffee,0.0,1130,Did not consume cookhouse / canteen / out-ration,0,1700,Out-ration (Vegetarian) ,0,0735,Canteen Drinks & Snacks + tea,0,1145,Out-ration (Muslim),0,1805,Muslim - Special Menu + cordial,0,0720,Non-Muslim - Set B + ice water,0,1250,Muslim - Set A  + cordial,0,1745,Did not consume cookhouse / canteen / out-ration,0,0705,Canteen Food - Muslim  + coffee,0,1130,Vegetarian  + cordial,0,1835,Non-Muslim - Set B + ice water,0,0615,Canteen Food - Muslim  + ice water,0,1115,Non-Muslim - Set B + ice water,0,1745,Vegetarian  + ice water,0,0600,Non-Muslim - Set A  + tea,0,1145,Out-ration (Vegetarian) ,0,1835,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0615,Out-ration (Muslim),0,1100,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1700,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,t2x,10/May/2001
qfMqNfLKM404yiX11WAgbsdW,150124/0852,anbJGjLTej,t3x,f,0,chinese,84863037,Hendon,2,2,2,7,160124,yes,yes,90124,1700,38.9,no,0,yes,8,black,yes,yes,no,no,no,3,yes,80124,4,no,yes,140124,Blk 123,0720,Did not consume cookhouse / canteen / out-ration,0,1145,Canteen Food - Muslim  + ice water,0,1730,Out-ration (Vegetarian) ,0.0,0645,Out-ration (Non-Muslim) ,0.0,1235,Out-ration (Vegetarian) ,0,1850,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0735,Out-ration (Non-Muslim) ,0,1220,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1820,Muslim - Set A  + cordial,0,0600,Muslim - Special Menu + coffee,0,1100,Non-Muslim - Set A  + cordial,0,1835,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0750,Out-ration (Vegetarian) ,0,1100,Vegetarian  + ice water,0,1730,Canteen Drinks & Snacks + cordial,0,0615,Muslim - Set A  + coffee,0,1100,Outside food/drinks (includes take-outs and home food) + ice water,0,1850,Non-Muslim - Set B + ice water,0,0720,Muslim - Set B + ice water,0,1220,Vegetarian  + ice water,0,1730,Outside food/drinks (includes take-outs and home food) + cordial,0,0615,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1145,Outside food/drinks (includes take-outs and home food) + cordial,0,1745,Outside food/drinks (includes take-outs and home food) + cordial,t3x,3/July/2002
qXa5jBQbepJ5YhlcVqGajsA3,160124/1103,THeSCiHIqb,t4x,m,0,malay,87602491,Clementi,2,2,1,5,150124,yes,no,110124,100,38.8,no,0,no,0,0,yes,no,no,no,no,3,yes,100124,1,yes,yes,140124,Blk 456,0735,Non-Muslim - Special Menu + tea,0,1115,Muslim - Set A  + ice water,0,1820,Vegetarian  + ice water,0.0,0615,Canteen Food - Non-Muslim + ice water,0.0,1145,Vegetarian  + cordial,0,1820,Outside food/drinks (includes take-outs and home food) + cordial,0,0705,Canteen Drinks & Snacks + ice water,0,1220,Non-Muslim - Set A  + ice water,0,1805,Out-ration (Muslim),0,0600,Muslim - Set B + ice water,0,1235,Non-Muslim - Special Menu + cordial,0,1700,Muslim - Set B + cordial,0,0735,Non-Muslim - Set A  + tea,0,1145,Non-Muslim - Set A  + cordial,0,1745,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0600,Vegetarian  + coffee,0,1250,Did not consume cookhouse / canteen / out-ration,0,1850,Muslim - Set B + ice water,0,0630,Canteen Drinks & Snacks + tea,0,1205,Non-Muslim - Special Menu + cordial,0,1820,Canteen Food - Muslim  + cordial,0,0630,Out-ration (Vegetarian) ,0,1205,Did not consume cookhouse / canteen / out-ration,0,1730,Non-Muslim - Set B + ice water,t4x,25/September/2001
eOTIGdqUT1s3VGaQoxuJ8jmD,150124/0717,RFKdNpyYoS,t5x,f,0,chinese,95700684,Mandai Hill,2,1,1,11,170124,yes,no,110124,200,37.5,no,0,yes,4,White / Pale,yes,no,yes,no,yes,7,yes,0,0,no,no,0,Did not consume,0630,Vegetarian  + coffee,0,1235,Canteen Drinks & Snacks + cordial,0,1715,Did not consume cookhouse / canteen / out-ration,0.0,0750,Muslim - Set B + coffee,0.0,1145,Non-Muslim - Special Menu + ice water,0,1805,Outside food/drinks (includes take-outs and home food) + cordial,0,0705,Did not consume cookhouse / canteen / out-ration,0,1115,Vegetarian  + cordial,0,1820,Canteen Drinks & Snacks + ice water,0,0735,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,0,1235,Muslim - Set A  + cordial,0,1850,Muslim - Set A  + ice water,0,0600,Non-Muslim - Special Menu + tea,0,1250,Non-Muslim - Set B + cordial,0,1715,Muslim - Special Menu + ice water,0,0630,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1220,Out-ration (Non-Muslim) ,0,1835,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0630,Canteen Drinks & Snacks + ice water,0,1250,Muslim - Set A  + ice water,0,1835,Muslim - Set A  + cordial,0,0750,Out-ration (Muslim),0,1115,Out-ration (Vegetarian) ,0,1715,Out-ration (Muslim),t5x,18/February/2001
ZzKTtUNfQuLDi9Vbr5qCnTix,160124/0945,xOPDutDQjh,t6x,f,0,indian,97224196,Sungei Gedong,3,1,3,12,160124,yes,no,130124,1100,39.4,yes,5,yes,4,Clear watery,no,no,no,no,yes,4,yes,0,0,yes,no,0,Did not consume,0720,Muslim - Set A  + coffee,0,1250,Non-Muslim - Set B + ice water,0,1715,Canteen Food - Muslim  + ice water,0.0,0645,Canteen Drinks & Snacks + tea,0.0,1115,Did not consume cookhouse / canteen / out-ration,0,1730,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,0720,Muslim - Special Menu + ice water,0,1250,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1835,Canteen Food - Non-Muslim + cordial,0,0630,Outside food/drinks (includes take-outs and home food) + tea,0,1205,Out-ration (Muslim),0,1715,Canteen Food - Non-Muslim + ice water,0,0735,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + coffee,0,1220,Muslim - Set A  + cordial,0,1745,Non-Muslim - Special Menu + cordial,0,0630,Non-Muslim - Set A  + ice water,0,1220,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1850,Muslim - Set A  + ice water,0,0720,Out-ration (Non-Muslim) ,0,1115,Muslim - Set B + ice water,0,1805,Canteen Food - Non-Muslim + cordial,0,0720,Non-Muslim - Special Menu + ice water,0,1130,Non-Muslim - Special Menu + cordial,0,1835,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,t6x,22/June/2003
ZIfpnToVy1UOS5MavhBuOGaa,160124/1646,kyFqzpXSFW,t7x,m,0,chinese,84183740,Rifle Range,3,2,2,6,150124,yes,yes,110124,2000,39.3,no,0,yes,4,black,yes,yes,yes,no,yes,4,yes,0,0,no,no,0,Blk 456,0720,Out-ration (Non-Muslim) ,0,1235,Canteen Drinks & Snacks + cordial,0,1820,Canteen Food - Muslim  + ice water,0.0,0750,Muslim - Set B + tea,0.0,1220,Non-Muslim - Set B + ice water,0,1850,Muslim - Set B + cordial,0,0630,Did not consume cookhouse / canteen / out-ration,0,1220,Did not consume cookhouse / canteen / out-ration,0,1835,Did not consume cookhouse / canteen / out-ration,0,0615,Vegetarian  + coffee,0,1115,Muslim - Set A  + ice water,0,1850,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0750,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1130,Muslim - Set B + cordial,0,1835,Muslim - Set A  + ice water,0,0600,Muslim - Set A  + ice water,0,1100,Canteen Food - Muslim  + ice water,0,1835,Non-Muslim - Special Menu + ice water,0,0720,Canteen Food - Non-Muslim + coffee,0,1100,Out-ration (Vegetarian) ,0,1700,Out-ration (Vegetarian) ,0,0600,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1250,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1700,Canteen Food - Non-Muslim + cordial,t7x,8/December/2002
SIZKQZSTvUJHY1smSJO3BDEs,170124/1225,GpZrHtdvHn,t8x,m,0,others,88456604,Chua Chu Kang,2,4,3,12,170124,yes,yes,80124,2000,38.5,yes,7,yes,7,White / Pale,no,yes,yes,no,no,4,no,110124,1,yes,no,0,Blk 123,0600,Out-ration (Vegetarian) ,0,1130,Out-ration (Muslim),0,1835,Out-ration (Vegetarian) ,0.0,0720,Non-Muslim - Set B + tea,0.0,1130,Non-Muslim - Set B + cordial,0,1850,Did not consume cookhouse / canteen / out-ration,0,0720,Out-ration (Vegetarian) ,0,1130,Outside food/drinks (includes take-outs and home food) + ice water,0,1715,Canteen Food - Non-Muslim + cordial,0,0750,Muslim - Set A  + tea,0,1145,Non-Muslim - Set B + cordial,0,1745,Muslim - Special Menu + cordial,0,0615,Out-ration (Non-Muslim) ,0,1235,Out-ration (Non-Muslim) ,0,1745,Muslim - Set A  + ice water,0,0705,Muslim - Special Menu + ice water,0,1235,Muslim - Set A  + cordial,0,1835,Canteen Food - Muslim  + ice water,0,0630,Outside food/drinks (includes take-outs and home food) + ice water,0,1205,Canteen Food - Non-Muslim + ice water,0,1715,Out-ration (Non-Muslim) ,0,0600,Outside food/drinks (includes take-outs and home food) + tea,0,1115,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1820,Canteen Drinks & Snacks + ice water,t8x,7/May/2002
PPW5wtYcr4ZspzAYdRx5N7Vq,150124/1254,nvSqgpOOtj,t9x,m,0,chinese,94278515,Pasir Labar,3,1,3,15,160124,yes,yes,100124,1900,39.0,no,0,yes,2,black,yes,no,no,no,yes,6,yes,0,0,yes,yes,90124,Blk 123,0750,Canteen Food - Muslim  + coffee,0,1100,Did not consume cookhouse / canteen / out-ration,0,1745,Out-ration (Muslim),0.0,0735,Non-Muslim - Special Menu + coffee,0.0,1115,Canteen Food - Muslim  + ice water,0,1745,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,0720,Non-Muslim - Set B + tea,0,1115,Non-Muslim - Set A  + cordial,0,1715,Muslim - Special Menu + ice water,0,0735,Out-ration (Muslim),0,1115,Canteen Food - Muslim  + cordial,0,1700,Outside food/drinks (includes take-outs and home food) + cordial,0,0630,Out-ration (Vegetarian) ,0,1145,Out-ration (Non-Muslim) ,0,1835,Outside food/drinks (includes take-outs and home food) + ice water,0,0720,Muslim - Set A  + ice water,0,1205,Non-Muslim - Set B + ice water,0,1835,Muslim - Set A  + ice water,0,0645,Canteen Food - Non-Muslim + coffee,0,1220,Outside food/drinks (includes take-outs and home food) + ice water,0,1850,Canteen Drinks & Snacks + cordial,0,0615,Canteen Drinks & Snacks + tea,0,1250,Muslim - Set B + cordial,0,1820,Muslim - Set B + cordial,t9x,21/August/2002
WiHLT2WIISF3D7QLJ1gZvBRW,150124/1105,WQZGkTFdgt,t10x,f,0,others,86081618,Paya Lebar Ammo Depot,3,2,1,6,170124,yes,yes,100124,800,37.5,yes,7,no,0,0,no,no,yes,no,no,3,no,0,0,no,no,0,Did not consume,0705,Vegetarian  + coffee,0,1130,Canteen Food - Non-Muslim + cordial,0,1700,Canteen Food - Muslim  + ice water,0.0,0750,Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0.0,1205,Non-Muslim - Set A  + ice water,0,1805,Canteen Food - Non-Muslim + cordial,0,0645,Muslim - Special Menu + ice water,0,1145,Canteen Food - Non-Muslim + cordial,0,1745,Canteen Drinks & Snacks + ice water,0,0600,Non-Muslim - Set A  + ice water,0,1235,Vegetarian  + ice water,0,1835,Out-ration (Muslim),0,0645,Canteen Food - Muslim  + tea,0,1130,Non-Muslim - Set B + ice water,0,1700,Out-ration (Non-Muslim) ,0,0645,Out-ration (Muslim),0,1130,Non-Muslim - Special Menu + ice water,0,1700,Did not consume cookhouse / canteen / out-ration,0,0735,Out-ration (Muslim),0,1115,Muslim - Set A  + cordial,0,1715,Canteen Food - Muslim  + ice water,0,0630,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + tea,0,1250,Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1730,Out-ration (Non-Muslim) ,t10x,25/December/2002
zbG4YuM1kzWPpV5y2TsroNIW,160124/1424,YFNCQCoQBj,t11x,m,0,others,90785670,Amoy Quee,3,3,3,8,150124,yes,no,90124,1000,38.0,yes,7,yes,4,Green,yes,yes,no,no,no,6,yes,0,0,no,yes,130124,Did not consume,0705,Muslim - Set B + tea,0,1220,Canteen Drinks & Snacks + cordial,0,1850,Non-Muslim - Special Menu + ice water,0.0,0735,Out-ration (Muslim),0.0,1205,Did not consume cookhouse / canteen / out-ration,0,1730,Out-ration (Non-Muslim) ,0,0705,Non-Muslim - Set A  + tea,0,1205,Out-ration (Vegetarian) ,0,1850,Non-Muslim - Set B + ice water,0,0645,Non-Muslim - Set A  + tea,0,1205,Canteen Drinks & Snacks + ice water,0,1715,Muslim - Set A  + ice water,0,0615,Canteen Food - Muslim  + ice water,0,1145,Out-ration (Muslim),0,1700,Muslim - Set A  + ice water,0,0645,Canteen Drinks & Snacks + coffee,0,1220,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + ice water,0,1715,Vegetarian  + ice water,0,0615,Non-Muslim - Special Menu + ice water,0,1145,Canteen Food - Muslim  + ice water,0,1835,Canteen Drinks & Snacks + ice water,0,0750,Out-ration (Vegetarian) ,0,1235,Non-Muslim - Bread / Bread Spreads / Fruit / Ice cream + cordial,0,1715,Canteen Food - Muslim  + ice water,t11x,21/February/2000
